SNo.,date,startup,vertical,subvertical,city,investors,round,amount,year,month,investors_clean
2593,2015-07-08,Saavn,Music Streaming App,Unknown,Mumbai,"Tiger Global Management, Bertelsmann India, Steadview Capital, Liberty Media, Mousse Partners, Quilvest",Private Equity,850.0,2015,7,"Tiger Global, Bertelsmann India, Steadview Capital, Liberty Media, Mousse Partners, Quilvest"
2594,2015-07-08,Flytxt,Big Data & Analytics platform,Unknown,Mumbai,"Sunrise Capital GmBH, Big Data Investments B.V",Private Equity,93.5,2015,7,"Sunrise Capital Gmbh, Big Data Investments B.V"
2595,2015-07-08,Axtria,Big Data & Analytics platform,Unknown,NCR,"Helion Venture Partners,Amarpreet Sawhney, Deshpande Foundation, Fred Khosravi, Richard S. Braddock",Private Equity,255.0,2015,7,"Helion Venture Partners, Amarpreet Sawhney, Deshpande Foundation, Fred Khosravi, Richard S. Braddock"
2596,2015-07-08,33Coupons,Coupon Aggregator Platform,Unknown,Kanpur,Not Disclosed,Seed Funding,0.17,2015,7,Undisclosed Investors
2597,2015-07-08,Ampere,Electric Scooter manufacturer,Unknown,Coimbatore,Ratan Tata,Seed Funding,0.0,2015,7,Ratan Tata
2598,2015-07-08,Hopping Chef,Online Food-Tech Platform,Unknown,Mumbai,Mirah Hospitality,Seed Funding,3.995,2015,7,Mirah Hospitality
2599,2015-07-08,Collectabillia,Celebrity Fashion Brand,Unknown,Bangalore,Accel Partners,Private Equity,63.75,2015,7,Accel
2600,2015-07-08,Lending Kart,Online Finance lending platform,Unknown,Ahmedabad,"Saama Capital, Mayfield, Ashvin Chadha, Shailesh Mehta",Private Equity,85.0,2015,7,"Saama Capital, Mayfield, Ashvin Chadha, Shailesh Mehta"
2601,2015-07-08,Lybrate,Healthcare Mobile App,Unknown,New Delhi,"Tiger Global Management, Ratan Tata, Nexus Venture Partners",Private Equity,86.7,2015,7,"Tiger Global, Ratan Tata, Nexus Venture Partners"
2602,2015-07-08,Zoomcar,Self-driven vehicle rental,Unknown,Bangalore,"Sequoia Capital, Empire Angels, NGP",Private Equity,93.5,2015,7,"Sequoia Capital, Empire Angels, NGP"
2603,2015-07-09,News In Shorts,News Aggregator mobile app,Unknown,Noida,Tiger Global,Private Equity,170.0,2015,7,Tiger Global
2604,2015-07-09,Bluestone,Online Jewellery Store,Unknown,Bangalore,"IvyCap Ventures, Accel Partners, Dragoneer Investment Group",Private Equity,137.7,2015,7,"Ivycap Ventures, Accel, Dragoneer Investment Group"
2605,2015-07-09,Shopsity,Fashion Info Aggregator App,Unknown,Gurgaon,"Sandeep Aggarwal, Teruhide Sato",Seed Funding,0.0,2015,7,"Sandeep Aggarwal, Teruhide Sato"
2606,2015-07-09,Notesgen,Online Study Notes Marketplace,Unknown,New Delhi,"Rajeev Saraf, Arvind Jha, R. Satya Narayanan",Seed Funding,0.0,2015,7,"Rajeev Saraf, Arvind Jha, R. Satya Narayanan"
2607,2015-07-10,Infinity Assurance,Warranty Programs Service Administration,Unknown,New Delhi,Indian Angel Network,Seed Funding,5.1,2015,7,Indian Angel Network
2608,2015-07-10,Footprints Education,Pre-School Chain,Unknown,Gurgaon,"LetsVenture, Kumar Bansal, Kshitij Jain",Seed Funding,5.8225,2015,7,"Letsventure, Kumar Bansal, Kshitij Jain"
2609,2015-07-10,Loylty Rewards,Premium Loyalty Rewards Point Management,Unknown,Mumbai,IndianIdeas.com,Private Equity,164.475,2015,7,Indianideas.Com
2610,2015-07-13,Ameyo,Contact Center Software Platform,Unknown,Gurgaon,Forum Synergies PE Fund,Private Equity,42.5,2015,7,Forum Synergies Pe Fund
2611,2015-07-13,Mamagoto,Casual Dining restaurant Chain,Unknown,New Delhi,Goldman Sachs,Private Equity,85.0,2015,7,Goldman Sachs
2612,2015-07-13,Satvacart,Online Grocery Delivery,Unknown,Gurgaon,Palaash Ventures,Seed Funding,0.0,2015,7,Palaash Ventures
2613,2015-07-14,Mysmartprice,Online comparison engine,Unknown,Hyderabad,"Accel Partners, Helion Venture Partners",Private Equity,85.0,2015,7,"Accel, Helion Venture Partners"
2614,2015-07-14,Zenify,Residential Rental management platform,Unknown,Bangalore,Atul Jalan,Seed Funding,0.0,2015,7,Atul Jalan
2615,2015-07-14,Boxmyspace,Physical Storage warehouses,Unknown,Mumbai,"Ritesh Veera, Singapore Angel Network, Orios Venture Partners,",Seed Funding,2.55,2015,7,"Ritesh Veera, Singapore Angel Network, Orios Venture Partners"
2616,2015-07-14,Hackerrank,Tech Recruitment platform,Unknown,Bangalore,HR Technology fund,Private Equity,63.75,2015,7,Hr Technology Fund
2617,2015-07-14,Wickedride,Bike Rental Platform,Unknown,Bangalore,Undisclosed,Seed Funding,6.715,2015,7,Undisclosed Investors
2618,2015-07-14,Wow Express,Tech enabled logistics platform,Unknown,Mumbai,Tamarind Family Private Trust,Seed Funding,4.25,2015,7,Tamarind Family Private Trust
2619,2015-07-15,Oyo,Budget Hotel Accommodation,Unknown,Gurgaon,"Softbank, Sequoia Capital",Private Equity,850.0,2015,7,"Softbank, Sequoia Capital"
2620,2015-07-15,Mobikon,Restaurant customer engagement platform,Unknown,Pune,Jungle Ventures,Private Equity,19.55,2015,7,Jungle Ventures
2621,2015-07-15,Instalively,Live video streaming app,Unknown,New Delhi,"Anupam Mittal, Anand Chandrasekaran, Uday Shankar, Chetan Bhagat",Seed Funding,0.0,2015,7,"Anupam Mittal, Anand Chandrasekaran, Uday Shankar, Chetan Bhagat"
2622,2015-07-15,Roadrunnr,Hyper local logistics platform,Unknown,Bangalore,"Sequoia Capital, Nexus Venture Partners, Blume Ventures",Private Equity,93.5,2015,7,"Sequoia Capital, Nexus Venture Partners, Blume Ventures"
2623,2015-07-16,Ketto,Crowd Funding Platform,Unknown,Mumbai,"Pradyumna Dalmia, Sudhir Rao & Others",Seed Funding,5.95,2015,7,"Pradyumna Dalmia, Sudhir Rao, Undisclosed Investors"
2624,2015-07-17,Quikwallet,F&B sector Mobile Payment platform,Unknown,Mumbai,Snow Leopard Technology Ventures,Private Equity,13.6,2015,7,Snow Leopard Technology Ventures
2625,2015-07-17,Omnikart,Industrial Supplies B2B ecommerce,Unknown,Mumbai,"Sumit Gandhi, Manish Gandhi",Seed Funding,0.85,2015,7,"Sumit Gandhi, Manish Gandhi"
2626,2015-07-20,Zo Rooms,Online budget hotel chain,Unknown,New Delhi,"Tiger Global, Orios Venture Partners.",Private Equity,127.5,2015,7,"Tiger Global, Orios Venture Partners"
2627,2015-07-20,Innoviti,Payment Solutions platform,Unknown,Bangalore,"Catamaran Ventures, New India Investment Corporation",Private Equity,41.225,2015,7,"Catamaran Ventures, New India Investment Corporation"
2628,2015-07-21,Zenradius,Online Hiring Platform,Unknown,Bangalore,"Tracxn Labs, Deepak Singh",Seed Funding,0.0,2015,7,"Tracxn Labs, Deepak Singh"
2629,2015-07-21,Joy By Nature,Organic Food ecommerce,Unknown,New Delhi,"Mumbai Angels, Vriddhi Fund, Others",Private Equity,8.5,2015,7,"Mumbai Angels, Vriddhi Fund, Undisclosed Investors"
2630,2015-07-22,Iqlect,Big Data & Analytics platform,Unknown,Bangalore,Exfinity Venture Partners,Private Equity,17.0,2015,7,Exfinity Venture Partners
2631,2015-07-22,Degustibus,Fine Dining Restaurant Chain,Unknown,Mumbai,India Value Fund Advisors,Private Equity,255.0,2015,7,India Value Fund Advisors
2632,2015-07-23,Nestaway,Luxury Rental Homes,Unknown,Bangalore,"Flipkart, Tiger Global",Private Equity,108.375,2015,7,"Flipkart, Tiger Global"
2633,2015-07-23,Mswipe,Mobile Point of Sale payment solution,Unknown,Unknown,"Falcon Edge Capital, Meru Capital, Ola, Matrix Partners, DSG Consumer Partners, Axis Bank",Private Equity,212.5,2015,7,"Falcon Edge Capital, Meru Capital, Ola, Matrix Partners, Dsg Consumer Partners, Axis Bank"
2634,2015-07-23,Myonsto,Online Grocers,Unknown,Ahmedabad,Jayant Bokadia,Seed Funding,2.72,2015,7,Jayant Bokadia
2635,2015-07-23,Icrushiflush,Casual Dating App,Unknown,Mumbai,IDG Ventures India,Seed Funding,0.0,2015,7,Idg Ventures India
2636,2015-07-23,Medgenome,Clinical Genomics Provider,Unknown,Bangalore,Sequoia Capital,Private Equity,170.0,2015,7,Sequoia Capital
2637,2015-07-23,Holidayiq,Travel information portal,Unknown,Bangalore,MakeMyTrip,Private Equity,127.5,2015,7,Makemytrip
2638,2015-07-23,Fitternity,Fitness Marketplace,Unknown,Mumbai,Exfinity Venture Partners,Private Equity,8.5,2015,7,Exfinity Venture Partners
2639,2015-07-23,Quikr,Online & Mobile classified listings,Unknown,Mumbai,"AB Kinnevik, Falcon Edge Capital, Coatue Management",Private Equity,510.0,2015,7,"Ab Kinnevik, Falcon Edge Capital, Coatue Management"
2640,2015-07-23,Jetsetgo,Private Jet/ Helicopter Marketplace,Unknown,New Delhi,YourWeCan Ventures,Seed Funding,0.0,2015,7,Yourwecan Ventures
2641,2015-07-24,Broex,Real Estate Broker network App,Unknown,Gurgaon,Lightspeed India,Private Equity,8.5,2015,7,Lightspeed India
2642,2015-07-25,Shopatplaces,Ethnic/ Traditional Fashion Store,Unknown,New Delhi,Indian Angel Network,Seed Funding,0.0,2015,7,Indian Angel Network
2643,2015-07-25,Credr,Used Bikes Marketplace,Unknown,Mumbai,Fidelity Growth Partners,Private Equity,127.5,2015,7,Fidelity Growth Partners
2644,2015-07-27,Managemyspa,Spa & Salon Management Software,Unknown,Hyderabad,Accel Partners,Private Equity,51.0,2015,7,Accel
2645,2015-07-27,Townrush,B2B logistics delivery platform,Unknown,Bangalore,Lightspeed Venture Partners,Seed Funding,0.0,2015,7,Lightspeed Venture Partners
2646,2015-07-27,Locus,Logistics Automation Platform,Unknown,Bangalore,"growX ventures, Manish Singhal",Seed Funding,0.0,2015,7,"Growx Ventures, Manish Singhal"
2647,2015-07-27,Bevy,Online Hiring Platform,Unknown,Bangalore,Varun Agarwal & Others,Seed Funding,0.0,2015,7,"Varun Agarwal, Undisclosed Investors"
2648,2015-07-28,Pepperfry,Online home dcor marketplace,Unknown,Mumbai,"Goldman Sachs, Zodius Technology Fund, Bertelsmann India Investments Norwest Venture Partners.",Private Equity,850.0,2015,7,"Goldman Sachs, Zodius Technology Fund, Bertelsmann India Investments Norwest Venture Partners"
2649,2015-07-28,Flipkart,Online Marketplace,Unknown,Bangalore,Steadview Capital and existing investors,Private Equity,5950.0,2015,7,"Steadview Capital, Existing Investors"
2650,2015-07-28,Opinio,Hyperlocal food & grocery store,Unknown,Bangalore,"Accel Partners, Traxcn Labs & Others",Seed Funding,11.05,2015,7,"Accel, Traxcn Labs, Undisclosed Investors"
2651,2015-07-28,Zoctr,Health-Tech platform,Unknown,Mumbai,"Sandeep Parwal, Krishan Gupta & Others",Seed Funding,8.5,2015,7,"Sandeep Parwal, Krishan Gupta, Undisclosed Investors"
2652,2015-07-29,Zimmber,Hyperlocal Handyman Services,Unknown,Mumbai,"IDG Ventures India, Omidyar Network, Sherpalo Ventures, Mohandas Pai",Private Equity,17.0,2015,7,"Idg Ventures India, Omidyar Network, Sherpalo Ventures, Mohandas Pai"
2653,2015-07-29,Truehb,Medical Tech Instruments,Unknown,New Delhi,"Sachin and Binny Bansal, Malvinder and Shivinder Singh, Gurpreet Singh & others",Seed Funding,20.4,2015,7,"Sachin, Binny Bansal, Malvinder, Shivinder Singh, Gurpreet Singh, Undisclosed Investors"
2654,2015-07-29,Zovi Little App,Hyperlocal Deals Marketplace,Unknown,Bangalore,"Paytm, SAIF Partners, Tiger Global Management & others",Private Equity,425.0,2015,7,"Paytm, Saif Partners, Tiger Global, Undisclosed Investors"
2655,2015-07-29,Swajal,Innovative Water Solutions,Unknown,Gurgaon,Abhishek Gupta,Private Equity,10.2,2015,7,Abhishek Gupta
2656,2015-07-30,Pipa Bella,Online Jewelry Store,Unknown,Mumbai,LionRock Capital,Private Equity,5.1,2015,7,Lionrock Capital
2657,2015-07-30,Pragmatix,Business intelligence & Analytics,Unknown,Mumbai,SIDBI Venture Capital Ltd,Private Equity,20.4,2015,7,Sidbi Venture Capital Ltd
2658,2015-07-30,Droom,Used Vehicle Marketplace,Unknown,New Delhi,"Lightbox Ventures, Beenos",Private Equity,136.0,2015,7,"Lightbox Ventures, Beenos"
2659,2015-07-30,Madrat Games,Educational Board Games,Unknown,Bangalore,"Kunal Bahl, Rohit Bansal",Seed Funding,1.428,2015,7,"Kunal Bahl, Rohit Bansal"
2660,2015-07-30,Noodle Play,Chinese food delivery,Unknown,Mumbai,"Elliot Stechman, Gautam Sinha, Ambarish Ray",Seed Funding,1.428,2015,7,"Elliot Stechman, Gautam Sinha, Ambarish Ray"
2661,2015-07-30,Wassup,On-Demand Laundry & Dry cleaning App,Unknown,Chennai,B S Nagesh,Private Equity,0.0,2015,7,B S Nagesh
2662,2015-07-30,Cartisan,On-Demand Car services App,Unknown,Bangalore,"YouWeCan Ventures, Aprameya Radhakrishna",Seed Funding,0.0,2015,7,"Youwecan Ventures, Aprameya Radhakrishna"
2663,2015-07-31,Lazylad,Hyperlocal Grocery App,Unknown,Gurgaon,"Jai Choi, Kiyohiro Sugashita, Hirokazu",Private Equity,4.25,2015,7,"Jai Choi, Kiyohiro Sugashita, Hirokazu"
2664,2015-07-31,Tripfactory,Online Curated Holiday package bookings,Unknown,Bangalore,"Aarin Capital Partners,",Private Equity,0.0,2015,7,Aarin Capital Partners
2665,2015-07-31,Prothom,Hasbro Toy Manufacturer,Unknown,Pune,Oliphabs Capital,Private Equity,17.0,2015,7,Oliphabs Capital
2666,2015-07-31,Bona Vita,Travel Tech,Unknown,Gurgaon,MakeMyTrip,Private Equity,42.5,2015,7,Makemytrip
2667,2015-06-01,Vyomo,Beauty and Wellness Platform,Unknown,New Delhi,Aprameya Radhakrishna,Seed Funding,0.0,2015,6,Aprameya Radhakrishna
2668,2015-06-01,Veeba Foods,Healthy Food Manufacturer,Unknown,New Delhi,"DSG Consumer Partners, Saama Capital.",Private Equity,51.0,2015,6,"Dsg Consumer Partners, Saama Capital"
2669,2015-06-01,Truebil,Used Car Marketplace,Unknown,Mumbai,"Kae Capital, Anupam Mittal",Seed Funding,4.25,2015,6,"Kae Capital, Anupam Mittal"
2670,2015-06-01,Meritnation,Online Learning Platform,Unknown,New Delhi,InfoEdge,Private Equity,34.0,2015,6,Infoedge
2671,2015-06-01,Eattreatonline,Healthy Food Online Community,Unknown,New Delhi,Group of 15 Angel Investors,Seed Funding,2.975,2015,6,Group Of 15 Angel Investors
2672,2015-06-01,Credr,Used two-wheeler Marketplace,Unknown,Mumbai,GrowthStory,Seed Funding,0.0,2015,6,Growthstory
2673,2015-06-01,Glamrs,Online Fashion Video Portal,Unknown,Mumbai,"Ventureworks India, Blume Ventures, Batlivala & Karani Securities, Nikunj Jhaveri",Private Equity,8.5,2015,6,"Ventureworks India, Blume Ventures, Batlivala, Karani Securities, Nikunj Jhaveri"
2674,2015-06-01,Proviera,Probiotic Technology Products Manufacturer,Unknown,Chennai,Infuse Ventures,Private Equity,4.675,2015,6,Infuse Ventures
2675,2015-06-01,Arth Designbuild,Architectural Design & Consulting,Unknown,Hyderabad,Srinivas Tirupati,Seed Funding,4.25,2015,6,Srinivas Tirupati
2676,2015-06-02,Saama,Big Data & Analytics Services,Unknown,Pune,Carrick Capital Partners,Private Equity,297.5,2015,6,Carrick Capital Partners
2677,2015-06-02,Allizhealth,Preventive Healthcare Services,Unknown,Pune,Mumbai Angels & Other angel investors,Seed Funding,2.975,2015,6,"Mumbai Angels, Other Angel Investors"
2678,2015-06-02,Karma Healthcare,Tech-enabled Rural Healthcare Services,Unknown,Udaipur,Ennovent Impact Investment Holding,Private Equity,0.0,2015,6,Ennovent Impact Investment Holding
2679,2015-06-03,Entropy Innovations,Engineering Innovations,Unknown,Mumbai,Mark Mobius & 9 Other Angel investors,Seed Funding,0.0,2015,6,"Mark Mobius, 9 Other Angel Investors"
2680,2015-06-03,Propstack,Real Estate Intelligence Platform,Unknown,Mumbai,DMG Information,Private Equity,25.5,2015,6,Dmg Information
2681,2015-06-03,Mytaxiindia,Online Car Rental Affiliates,Unknown,New Delhi,Green House Ventures,Seed Funding,0.85,2015,6,Green House Ventures
2682,2015-06-03,Arkin Net,Data Center Software platform,Unknown,Pune,Nexus Venture Partners,Private Equity,127.5,2015,6,Nexus Venture Partners
2683,2015-06-03,Little Black Book,Online City & Lifestyle Guide,Unknown,New Delhi,"Rajan Anandan, Niraj Singh, Sachin Bhatia, Singapore Angel Network & Aseem Vadehra",Seed Funding,1.275,2015,6,"Rajan Anandan, Niraj Singh, Sachin Bhatia, Singapore Angel Network, Aseem Vadehra"
2684,2015-06-03,Mypoolin,P2P Payments platform,Unknown,New Delhi,"Sharad Sharma, Rajan Anandan, Sunil Kalra, Amit Ranjan, Rohan Malhotra, Arjun Malhotra, Gautam Gandhi",Seed Funding,0.0,2015,6,"Sharad Sharma, Rajan Anandan, Sunil Kalra, Amit Ranjan, Rohan Malhotra, Arjun Malhotra, Gautam Gandhi"
2685,2015-06-03,Icustomadeit,Bespoke Merchandize Marketplace,Unknown,Pune,"Virendra Shahney, Dr Paresh Doshi",Seed Funding,2.125,2015,6,"Virendra Shahney, Dr Paresh Doshi"
2686,2015-06-03,Kaaryah,Women Lifestyle Marketplace,Unknown,Gurgaon,Ratan Tata,Seed Funding,0.0,2015,6,Ratan Tata
2687,2015-06-04,Ecom Express,Logistics Solution Provider,Unknown,New Delhi,Warburg Pincus,Private Equity,1164.5,2015,6,Warburg Pincus
2688,2015-06-04,Vidooly,Video Intelligence Platform,Unknown,Noida,Bessemer Venture Partners,Private Equity,8.5,2015,6,Bessemer Venture Partners
2689,2015-06-04,Zopper,Hyperlocal Shopping App,Unknown,Mumbai,"Tiger Global, Nirvana Ventures Advisors",Private Equity,170.0,2015,6,"Tiger Global, Nirvana Ventures Advisors"
2690,2015-06-04,Flipkart,E Commerce,Unknown,Bangalore,Morgan Stanley,Private Equity,425.0,2015,6,Morgan Stanley
2691,2015-06-05,Kwatt Solutions,Renewable energy solutions,Unknown,Mumbai,Undisclosed Investors,Seed Funding,4.25,2015,6,Undisclosed Investors
2692,2015-06-05,Medwell Ventures,HealthcarenService provider,Unknown,Bangalore,"Fidelity Growth Partners, Fidelity Biosciences",Private Equity,85.0,2015,6,"Fidelity Growth Partners, Fidelity Biosciences"
2693,2015-06-05,Jugnoo,Auto Rickshaw Based Services,Unknown,Chandigarh,"Snow Leopard, Paytm",Private Equity,42.5,2015,6,"Snow Leopard, Paytm"
2694,2015-06-08,Postergully,Artist / Designer Marketplace,Unknown,New Delhi,"Natarajan Iyer,Rajesh Sawhney, & other Angel investors.",Seed Funding,0.0,2015,6,"Natarajan Iyer, Rajesh Sawhney, Other Angel Investors"
2695,2015-06-08,Applied Solar Technologies,Off-grid Solar Power,Unknown,Mumbai,"Future Fund,Bessemer Venture, Capricorn Investment and IFC",Private Equity,340.0,2015,6,"Future Fund, Bessemer Venture, Capricorn Investment, IFC"
2696,2015-06-09,Clovia,Private Label lingerie Ecommerce,Unknown,New Delhi,IvyCap Ventures,Private Equity,42.5,2015,6,Ivycap Ventures
2697,2015-06-09,Swiggy,Online Food Ordering,Unknown,Bangalore,"Norwest Venture Partners, SAIF Partners, Accel Partners",Private Equity,140.25,2015,6,"Norwest Venture Partners, Saif Partners, Accel"
2698,2015-06-09,Paymango,Mobile Commerce Platform,Unknown,Gurgaon,Group of Angel Investors,Seed Funding,1.989,2015,6,Group Of Angel Investors
2699,2015-06-09,Printland,Online Printing Services,Unknown,New Delhi,SIDBI Venture Capital Ltd,Private Equity,0.0,2015,6,Sidbi Venture Capital Ltd
2700,2015-06-09,Teritree,Digital Marketing Services,Unknown,Bangalore,KCL,Seed Funding,1.19,2015,6,KCL
2701,2015-06-10,Guiddoo,Travel Guide Mobile App,Unknown,Mumbai,"Pawan Borle, SVP Fly Dubai & Others",Seed Funding,0.0,2015,6,"Pawan Borle, Svp Fly Dubai, Undisclosed Investors"
2702,2015-06-10,Voonik,Fashion Ecommerce store,Unknown,Bangalore,"Sequoia Capital, Seedfund",Private Equity,42.5,2015,6,"Sequoia Capital, Seedfund"
2703,2015-06-11,Adstringo,Mobile Compression Software,Unknown,Mumbai,"Arihant Patni, Vishal Khare, Viswanath Ramachandran",Seed Funding,2.975,2015,6,"Arihant Patni, Vishal Khare, Viswanath Ramachandran"
2704,2015-06-11,Faircent,Peer to Peer Lending platform,Unknown,Gurgaon,M&S Partners Pte. Ltd,Seed Funding,2.125,2015,6,"M, S Partners Pte. Ltd"
2705,2015-06-12,La Renon,Global Healthcare products,Unknown,Ahmedabad,Sequoia Capital,Private Equity,136.0,2015,6,Sequoia Capital
2706,2015-06-15,Homelane,Home Furnishing Solutions,Unknown,Bangalore,Sequoia Capital,Private Equity,425.0,2015,6,Sequoia Capital
2707,2015-06-15,Istar,Skill Training & Placement Platform,Unknown,Bangalore,Unitus Seed Fund,Private Equity,0.0,2015,6,Unitus Seed Fund
2708,2015-06-15,Shippr,Intra-City Logistics service,Unknown,Bangalore,i2india Pvt Ltd,Seed Funding,4.25,2015,6,I2India Pvt Ltd
2709,2015-06-16,Foodabhi,online tiffin service aggregator,Unknown,Mumbai,Group of angel investors,Seed Funding,0.0,2015,6,Group Of Angel Investors
2710,2015-06-16,Karma Recycling,Electronic Goods recycling service,Unknown,New Delhi,"Infuse Ventures, Low Carbon Enterprise Fund",Private Equity,0.0,2015,6,"Infuse Ventures, Low Carbon Enterprise Fund"
2711,2015-06-16,Couponraja,Online Coupon & comparison platform,Unknown,Mumbai,"Mahesh Pratapneni, Pallab Chatterjee & others",Seed Funding,4.25,2015,6,"Mahesh Pratapneni, Pallab Chatterjee, Undisclosed Investors"
2712,2015-06-17,Babychakra,Parents & Kids Online platform,Unknown,Mumbai,"Mumbai Angels, Patni Family Office, Singapore Angel Network, Karan Maheshwari, Jatin Aneja, Kishor Ganji, Roopa Nath",Seed Funding,0.0,2015,6,"Mumbai Angels, Patni Family Office, Singapore Angel Network, Karan Maheshwari, Jatin Aneja, Kishor Ganji, Roopa Nath"
